distance_km,days_since_last_donation,is_first_time_donor,age,past_donations,response_rate,avg_response_time_min,is_available_now,label
4.64,750.0,0,36,1,0.247,32.7,0,0
0.36,329.0,0,30,3,0.609,49.9,0,0
1.98,438.0,0,18,2,0.347,18.7,1,0
9.22,360.0,0,36,3,0.456,31.3,1,0
3.17,-1.0,1,23,3,0.785,9.8,1,1
8.17,177.0,0,35,3,0.378,18.3,1,1
0.94,467.0,0,18,2,0.126,17.3,0,1
5.61,533.0,0,33,4,0.697,32.8,1,1
0.19,360.0,0,31,4,0.294,44.1,0,0
1.47,771.0,0,45,3,0.558,11.1,1,1
5.94,799.0,0,29,2,0.198,57.4,1,1
12.18,494.0,0,18,4,0.731,10.4,1,0
2.28,710.0,0,41,5,0.474,9.4,1,1
8.06,388.0,0,18,1,0.6,1.7,1,0
1.03,205.0,0,26,3,0.261,8.5,0,0
1.5,807.0,0,52,1,0.481,25.6,1,0
6.29,349.0,0,25,1,0.56,2.1,1,1
4.14,299.0,0,25,5,0.656,4.9,1,0
2.34,869.0,0,24,2,0.5,34.2,1,0
1.31,473.0,0,32,1,0.577,19.4,1,1
20.27,176.0,0,33,3,0.568,63.4,1,0
0.02,188.0,0,27,4,0.463,1.4,0,0
0.91,99.0,0,34,4,0.733,42.6,1,1
3.25,324.0,0,42,6,0.497,38.6,1,1
1.59,248.0,0,18,3,0.63,0.4,1,1
0.13,893.0,0,37,2,0.484,19.8,0,1
15.19,-1.0,1,18,5,0.538,15.1,1,0
10.29,440.0,0,39,3,0.102,79.6,1,0
3.22,-1.0,1,45,2,0.453,17.2,0,0
3.24,589.0,0,28,1,0.305,18.3,1,0
1.21,-1.0,1,44,4,0.388,32.4,1,1
1.74,378.0,0,40,4,0.296,8.4,1,1
2.65,648.0,0,44,5,0.64,66.5,0,1
0.42,142.0,0,18,0,0.89,17.8,1,1
5.31,805.0,0,43,2,0.814,25.6,1,0
1.58,821.0,0,29,2,0.351,79.4,0,0
5.11,869.0,0,31,3,0.536,12.9,1,0
11.53,316.0,0,29,5,0.621,61.4,1,1
6.19,440.0,0,28,2,0.779,29.9,1,1
4.22,520.0,0,26,2,0.261,24.5,0,0
0.12,562.0,0,23,3,0.467,11.4,1,1
6.83,616.0,0,31,3,0.62,19.5,1,1
0.92,378.0,0,31,4,0.151,44.3,1,0
9.42,450.0,0,28,5,0.503,29.7,0,1
3.34,220.0,0,42,0,0.727,1.3,1,1
7.61,301.0,0,34,6,0.17,65.4,0,0
22.01,-1.0,1,29,6,0.165,7.4,0,0
5.02,325.0,0,29,3,0.258,39.7,1,0
4.26,211.0,0,21,1,0.198,58.0,1,0
0.91,241.0,0,31,1,0.332,12.2,0,0
1.32,261.0,0,18,3,0.426,45.2,0,0
22.13,580.0,0,19,2,0.65,9.9,1,0
5.89,240.0,0,18,4,0.411,17.7,0,0
17.57,273.0,0,42,5,0.176,97.1,1,0
3.71,-1.0,1,38,5,0.224,9.1,0,1
2.4,511.0,0,31,5,0.486,8.9,1,1
0.57,197.0,0,42,4,0.272,28.7,1,0
1.06,789.0,0,23,5,0.22,21.6,0,0
16.09,-1.0,1,30,2,0.693,19.7,1,0
7.47,645.0,0,31,3,0.495,38.0,1,0
5.11,337.0,0,22,3,0.253,29.9,0,1
9.32,399.0,0,32,3,0.306,5.9,0,0
1.53,-1.0,1,21,4,0.432,10.7,0,1
1.3,286.0,0,38,2,0.663,25.2,1,1
0.34,822.0,0,31,3,0.396,5.1,0,0
1.28,307.0,0,41,4,0.505,1.3,1,1
0.36,409.0,0,31,4,0.987,4.4,1,1
0.36,93.0,0,32,1,0.463,32.9,1,0
0.88,270.0,0,32,2,0.745,7.5,0,0
11.25,-1.0,1,31,2,0.246,15.4,1,0
8.79,673.0,0,39,2,0.482,34.4,0,0
0.01,553.0,0,23,3,0.534,9.0,1,1
5.45,98.0,0,21,0,0.843,21.1,1,1
5.73,512.0,0,31,1,0.886,22.5,0,0
5.18,-1.0,1,30,3,0.502,12.2,1,1
16.21,514.0,0,18,2,0.403,21.1,0,0
0.57,864.0,0,50,1,0.43,33.4,1,0
0.68,481.0,0,32,5,0.299,37.3,0,0
11.84,412.0,0,36,2,0.554,12.4,0,1
2.31,853.0,0,25,2,0.479,11.1,0,1
19.6,314.0,0,46,2,0.817,59.9,1,1
5.39,100.0,0,38,1,0.144,4.5,1,0
0.43,503.0,0,25,3,0.316,24.1,1,0
7.8,472.0,0,52,4,0.473,34.3,1,0
4.04,363.0,0,23,2,0.132,4.1,1,0
13.22,616.0,0,33,2,0.236,6.8,1,1
6.07,701.0,0,41,4,0.62,40.1,1,1
23.02,630.0,0,37,5,0.169,21.7,0,0
0.28,627.0,0,33,2,0.468,18.9,0,1
6.17,841.0,0,37,2,0.68,58.0,0,0
1.72,727.0,0,18,5,0.285,69.0,0,0
9.28,523.0,0,24,4,0.796,15.7,1,1
3.09,192.0,0,29,3,0.552,12.9,1,1
5.93,323.0,0,40,3,0.684,11.6,0,1
1.16,808.0,0,48,4,0.263,6.2,0,0
21.17,516.0,0,28,5,0.29,3.4,1,0
12.07,503.0,0,46,2,0.167,71.0,0,0
10.03,826.0,0,33,1,0.571,15.6,1,1
1.73,362.0,0,21,3,0.418,27.4,0,0
0.07,681.0,0,18,1,0.462,22.1,0,0
7.24,768.0,0,26,3,0.511,57.4,1,1
0.59,-1.0,1,24,4,0.306,24.0,0,1
1.29,645.0,0,48,2,0.33,15.1,1,1
4.4,852.0,0,18,4,0.792,42.2,1,1
1.01,-1.0,1,18,1,0.521,9.0,1,1
3.77,744.0,0,26,4,0.402,4.8,1,0
1.16,890.0,0,23,3,0.887,29.9,1,0
0.18,366.0,0,56,3,0.344,7.5,1,1
9.04,758.0,0,18,2,0.697,26.1,0,1
11.42,663.0,0,27,6,0.738,0.4,1,1
3.81,224.0,0,45,3,0.567,18.9,1,0
0.73,436.0,0,31,4,0.669,1.0,0,1
2.17,310.0,0,33,3,0.429,13.3,0,0
2.61,881.0,0,34,1,0.241,32.9,1,0
5.45,581.0,0,51,2,0.771,7.2,1,0
3.23,794.0,0,49,10,0.687,11.6,1,1
3.15,284.0,0,38,2,0.123,122.4,1,1
8.89,614.0,0,27,3,0.342,24.5,1,1
0.02,215.0,0,28,5,0.826,21.5,0,0
24.49,154.0,0,22,4,0.583,20.7,1,0
2.47,681.0,0,38,1,0.635,22.6,1,1
0.76,-1.0,1,18,2,0.838,3.1,1,1
5.77,784.0,0,27,4,0.089,6.9,1,0
1.87,729.0,0,40,3,0.58,1.0,0,0
2.88,583.0,0,22,3,0.12,28.4,1,0
1.76,-1.0,1,18,2,0.171,8.5,1,0
7.81,322.0,0,32,5,0.544,25.4,0,0
0.32,157.0,0,32,2,0.352,1.4,1,0
10.0,-1.0,1,42,3,0.73,8.2,1,0
9.53,477.0,0,46,5,0.421,1.4,1,1
5.44,396.0,0,18,2,0.396,1.8,1,0
1.96,317.0,0,41,4,0.232,10.8,1,1
8.46,766.0,0,40,5,0.772,58.5,1,0
5.52,-1.0,1,34,2,0.609,16.1,1,0
0.03,239.0,0,33,3,0.658,8.3,1,1
6.61,-1.0,1,31,3,0.468,5.3,1,1
11.15,851.0,0,26,6,0.134,43.4,0,1
27.45,717.0,0,18,6,0.737,21.2,0,0
0.15,277.0,0,21,5,0.439,28.1,1,1
0.68,563.0,0,18,5,0.363,37.3,0,0
0.78,352.0,0,31,4,0.847,13.2,1,1
1.57,163.0,0,18,4,0.445,22.8,1,1
7.35,-1.0,1,23,2,0.106,26.1,1,1
1.78,431.0,0,35,3,0.542,1.0,1,1
1.79,725.0,0,45,2,0.053,33.8,1,1
7.73,728.0,0,34,4,0.546,1.8,1,0
7.34,-1.0,1,18,1,0.407,70.0,1,1
5.61,838.0,0,29,4,0.855,9.1,1,0
4.71,-1.0,1,39,2,0.791,40.6,0,1
5.2,699.0,0,18,2,0.44,50.0,1,0
6.33,408.0,0,18,3,0.607,26.5,1,1
7.14,620.0,0,34,3,0.434,12.3,1,0
5.01,806.0,0,18,3,0.91,16.2,1,1
1.77,236.0,0,41,3,0.566,30.8,1,0
1.75,-1.0,1,48,5,0.507,2.5,1,1
4.47,764.0,0,38,3,0.286,2.3,1,1
4.36,385.0,0,38,3,0.303,26.1,1,0
3.28,863.0,0,42,2,0.205,5.6,1,1
9.7,447.0,0,37,2,0.597,6.0,1,0
6.89,595.0,0,29,5,0.222,63.0,0,0
13.74,797.0,0,35,2,0.823,1.9,1,1
2.0,370.0,0,19,4,0.545,157.0,1,0
6.18,807.0,0,32,1,0.637,32.1,1,1
10.91,213.0,0,42,1,0.496,37.1,0,1
1.79,242.0,0,36,1,0.858,15.6,0,0
2.91,130.0,0,44,3,0.221,13.8,1,0
4.17,807.0,0,18,4,0.456,52.0,0,0
2.35,-1.0,1,32,4,0.214,0.8,1,0
1.57,-1.0,1,31,4,0.562,8.0,1,1
20.08,426.0,0,28,2,0.698,1.1,0,0
5.69,-1.0,1,39,2,0.655,13.5,1,0
5.07,-1.0,1,25,1,0.613,10.1,1,0
0.98,535.0,0,21,3,0.916,40.1,0,1
9.42,-1.0,1,32,3,0.372,43.8,1,0
13.66,154.0,0,20,2,0.255,29.7,1,1
1.38,772.0,0,20,3,0.83,41.2,0,1
4.27,344.0,0,28,5,0.408,30.9,1,1
4.09,611.0,0,47,0,0.298,9.0,1,0
0.91,324.0,0,28,2,0.153,71.9,1,0
0.14,873.0,0,32,2,0.696,19.1,1,1
9.74,499.0,0,27,6,0.199,23.5,0,0
6.54,229.0,0,34,1,0.549,34.0,1,0
0.24,-1.0,1,40,3,0.257,17.3,1,0
5.91,891.0,0,36,7,0.702,13.8,1,1
7.8,406.0,0,28,3,0.071,58.4,1,0
8.24,502.0,0,26,2,0.224,53.8,1,0
0.36,833.0,0,32,4,0.346,39.7,1,1
1.28,865.0,0,21,3,0.264,35.2,0,0
1.36,415.0,0,20,1,0.068,20.2,1,0
4.31,815.0,0,19,2,0.572,55.3,1,1
4.49,-1.0,1,45,1,0.806,7.2,1,1
6.01,458.0,0,18,1,0.807,6.2,1,1
23.17,284.0,0,52,8,0.416,11.9,0,0
7.12,837.0,0,29,0,0.603,40.8,0,0
2.15,690.0,0,37,5,0.508,19.6,1,1
1.98,523.0,0,40,3,0.624,8.5,1,1
4.89,340.0,0,44,3,0.27,31.3,1,0
1.64,670.0,0,28,1,0.54,12.7,1,0
1.14,130.0,0,32,4,0.565,10.8,1,1
1.26,608.0,0,45,4,0.609,6.9,0,1
6.18,703.0,0,34,3,0.747,34.7,1,0
3.61,528.0,0,27,4,0.798,17.3,0,1
2.99,578.0,0,22,3,0.627,91.8,0,1
0.07,791.0,0,39,0,0.213,29.7,1,0
0.26,588.0,0,32,3,0.317,10.4,1,0
1.96,206.0,0,20,2,0.538,32.0,0,0
1.19,838.0,0,26,3,0.033,8.8,1,1
4.96,519.0,0,24,4,0.376,23.0,0,0
11.31,897.0,0,18,3,0.512,10.4,1,0
1.57,442.0,0,18,1,0.433,48.4,1,1
14.0,145.0,0,24,3,0.85,73.6,1,1
0.2,293.0,0,24,3,0.163,43.6,1,1
3.57,125.0,0,29,3,0.202,5.8,1,1
1.17,865.0,0,29,3,0.578,14.6,1,1
4.68,793.0,0,45,3,0.566,39.4,1,0
1.74,534.0,0,40,4,0.049,0.7,0,0
5.49,614.0,0,36,2,0.491,5.4,0,0
0.55,269.0,0,26,2,0.375,176.4,1,0
2.76,803.0,0,29,5,0.53,79.0,1,1
2.89,-1.0,1,28,4,0.83,45.3,1,1
6.2,-1.0,1,33,3,0.424,8.3,1,1
0.79,504.0,0,48,3,0.615,17.3,1,1
2.31,658.0,0,30,6,0.442,0.6,1,0
7.95,-1.0,1,46,3,0.304,13.4,1,1
23.84,118.0,0,35,5,0.456,29.6,0,0
7.83,-1.0,1,33,2,0.341,83.4,0,0
5.86,639.0,0,34,0,0.667,31.3,1,0
1.48,741.0,0,47,1,0.604,0.2,1,1
17.08,854.0,0,22,1,0.939,80.8,0,1
10.43,209.0,0,26,3,0.434,33.8,0,0
3.26,399.0,0,21,3,0.428,2.5,1,1
7.32,892.0,0,19,4,0.62,26.9,1,1
2.3,371.0,0,28,5,0.312,26.8,0,0
3.62,624.0,0,26,6,0.527,29.4,1,0
4.15,689.0,0,28,3,0.975,27.9,1,1
2.82,488.0,0,37,4,0.65,10.1,1,1
5.2,463.0,0,37,4,0.261,4.3,1,1
5.17,-1.0,1,45,2,0.514,51.8,0,0
5.82,501.0,0,19,2,0.335,8.2,1,0
2.99,101.0,0,18,4,0.452,13.5,1,1
6.19,257.0,0,20,4,0.505,22.0,0,0
10.5,-1.0,1,27,5,0.847,27.4,1,1
3.73,813.0,0,55,2,0.206,4.7,1,0
2.47,321.0,0,24,8,0.542,5.3,1,1
2.92,120.0,0,18,3,0.384,33.3,0,0
1.72,-1.0,1,31,2,0.325,0.0,1,0
10.0,425.0,0,35,4,0.669,67.7,0,0
1.4,510.0,0,20,7,0.49,46.7,1,1
11.71,645.0,0,40,4,0.475,5.1,1,1
5.61,829.0,0,47,4,0.185,12.3,1,1
4.03,368.0,0,25,3,0.178,12.5,0,1
5.53,-1.0,1,24,1,0.697,15.6,0,0
4.76,236.0,0,44,5,0.247,0.7,1,1
20.54,782.0,0,32,1,0.167,43.4,0,0
8.31,-1.0,1,18,3,0.575,20.5,1,1
8.44,475.0,0,30,5,0.756,20.8,1,0
6.5,696.0,0,43,3,0.945,3.2,1,1
4.64,551.0,0,33,3,0.9,19.6,0,0
0.96,323.0,0,19,5,0.632,58.5,0,0
17.97,218.0,0,32,4,0.784,3.5,1,1
3.14,-1.0,1,32,0,0.543,0.6,1,0
1.05,744.0,0,19,4,0.778,148.0,1,0
0.16,-1.0,1,22,3,0.192,0.8,1,0
1.62,99.0,0,32,2,0.78,22.5,0,1
0.16,151.0,0,30,2,0.237,1.0,0,0
5.46,783.0,0,33,7,0.285,15.7,0,1
13.99,814.0,0,34,3,0.397,17.3,0,0
22.7,-1.0,1,40,2,0.517,20.5,1,0
15.25,535.0,0,22,1,0.642,33.1,1,1
6.7,-1.0,1,33,2,0.284,32.3,1,1
0.93,332.0,0,30,5,0.332,14.5,1,1
12.37,744.0,0,30,1,0.752,18.7,1,0
4.14,822.0,0,18,0,0.677,18.5,0,0
9.11,443.0,0,35,2,0.663,25.2,0,0
2.12,566.0,0,36,1,0.234,30.9,1,0
7.12,520.0,0,40,1,0.527,26.4,1,1
4.21,435.0,0,41,1,0.282,3.0,1,1
2.74,750.0,0,25,3,0.572,19.7,1,1
4.52,529.0,0,42,2,0.723,89.4,1,0
2.98,432.0,0,39,2,0.424,1.2,1,1
3.18,334.0,0,28,3,0.424,10.5,1,1
12.88,-1.0,1,33,4,0.218,9.1,1,0
7.57,171.0,0,51,1,0.335,14.4,1,1
1.8,441.0,0,35,4,0.777,93.5,1,0
9.33,133.0,0,32,8,0.885,1.9,0,1
0.12,173.0,0,36,3,0.162,45.5,1,0
1.24,289.0,0,42,0,0.866,8.5,1,0
0.06,210.0,0,18,1,0.399,1.2,1,1
2.82,668.0,0,33,1,0.695,33.7,1,0
0.36,-1.0,1,24,3,0.837,6.8,1,1
10.49,629.0,0,26,2,0.701,5.8,1,1
0.27,619.0,0,32,2,0.54,9.3,1,1
6.51,373.0,0,37,4,0.776,26.0,1,1
0.9,759.0,0,22,0,0.733,41.4,1,0
1.07,690.0,0,23,4,0.38,2.1,1,0
4.5,-1.0,1,29,3,0.814,6.3,0,0
0.01,-1.0,1,45,5,0.641,26.2,1,1
4.93,666.0,0,38,4,0.561,44.8,0,0
1.62,323.0,0,29,2,0.758,13.5,0,1
6.28,710.0,0,30,4,0.211,2.4,1,0
7.61,-1.0,1,31,2,0.852,0.5,1,1
3.89,590.0,0,42,6,0.648,14.4,1,1
15.9,-1.0,1,18,6,0.788,69.3,0,0
2.02,-1.0,1,21,3,0.416,8.9,1,0
0.95,799.0,0,42,1,0.575,39.4,1,0
8.0,489.0,0,43,3,0.564,6.1,1,1
3.82,125.0,0,30,5,0.214,30.6,1,0
0.17,270.0,0,41,3,0.902,5.8,1,1
3.82,121.0,0,31,6,0.161,4.9,1,0
10.48,382.0,0,26,2,0.555,0.9,1,0
1.82,570.0,0,21,4,0.512,53.4,1,1
8.25,820.0,0,25,5,0.129,16.6,1,0
5.6,405.0,0,47,1,0.163,0.3,1,1
1.64,399.0,0,27,3,0.627,9.8,1,0
0.26,-1.0,1,34,4,0.389,1.8,1,1
6.35,147.0,0,19,4,0.774,21.4,1,1
7.96,-1.0,1,20,3,0.866,12.7,1,1
3.33,752.0,0,36,4,0.411,10.5,1,1
0.67,-1.0,1,20,0,0.46,3.5,0,1
2.21,375.0,0,32,3,0.661,17.3,0,1
0.96,534.0,0,22,2,0.404,6.7,1,1
0.07,339.0,0,37,3,0.783,22.4,1,1
4.39,228.0,0,31,5,0.736,4.2,0,0
2.23,-1.0,1,28,3,0.928,9.0,1,1
1.04,219.0,0,49,3,0.456,37.1,1,1
25.42,127.0,0,20,3,0.447,7.8,1,0
2.37,-1.0,1,18,3,0.146,8.4,1,0
0.6,538.0,0,37,2,0.232,2.4,0,0
2.34,515.0,0,34,4,0.687,28.8,0,1
13.28,337.0,0,24,0,0.55,22.2,1,1
4.37,183.0,0,47,4,0.387,17.4,1,1
7.12,237.0,0,21,1,0.081,12.7,1,1
4.56,141.0,0,30,2,0.491,25.4,0,0
0.38,380.0,0,57,2,0.233,118.3,1,0
19.17,527.0,0,38,2,0.379,20.3,0,0
0.63,364.0,0,18,2,0.515,91.0,1,0
3.65,230.0,0,27,4,0.505,12.3,0,0
1.78,353.0,0,33,2,0.456,27.7,1,0
2.9,740.0,0,31,2,0.676,2.2,1,0
2.41,345.0,0,24,0,0.54,43.8,1,0
7.86,612.0,0,29,3,0.804,13.2,1,1
5.05,378.0,0,29,2,0.496,2.7,1,1
0.72,821.0,0,27,1,0.444,75.2,1,1
1.92,174.0,0,18,4,0.791,18.7,1,0
2.26,879.0,0,60,4,0.658,48.7,1,1
9.93,731.0,0,19,2,0.206,0.8,0,0
6.34,467.0,0,49,1,0.265,40.6,1,0
5.67,302.0,0,20,5,0.819,2.0,1,1
9.88,571.0,0,41,4,0.548,6.7,1,1
10.88,344.0,0,33,4,0.626,23.2,1,1
0.68,-1.0,1,36,2,0.395,45.8,1,1
0.49,509.0,0,53,5,0.6,9.2,1,0
1.35,499.0,0,24,3,0.645,13.4,1,0
1.01,423.0,0,29,2,0.602,23.1,0,1
10.6,200.0,0,18,6,0.466,1.1,1,0
3.38,224.0,0,30,3,0.773,8.6,1,0
1.28,483.0,0,33,3,0.157,20.5,1,1
3.12,149.0,0,18,4,0.733,8.2,1,1
0.28,818.0,0,29,1,0.697,40.3,0,1
5.8,424.0,0,19,6,0.653,96.1,1,0
3.32,290.0,0,39,7,0.577,8.2,1,1
3.59,311.0,0,30,5,0.669,17.5,1,1
2.07,718.0,0,26,2,0.57,12.4,1,1
5.11,266.0,0,21,4,0.213,9.7,1,1
3.02,847.0,0,34,3,0.748,12.7,0,0
11.03,696.0,0,37,3,0.343,26.0,1,1
0.02,470.0,0,18,6,0.199,15.5,1,0
0.38,531.0,0,53,5,0.107,31.8,1,0
3.3,442.0,0,42,4,0.253,15.6,0,0
0.33,795.0,0,24,2,0.462,24.2,0,0
18.79,-1.0,1,38,1,0.679,59.1,1,0
1.41,-1.0,1,38,2,0.511,3.2,0,1
1.73,721.0,0,21,4,0.406,5.3,1,1
1.4,-1.0,1,24,3,0.851,32.4,1,1
6.36,461.0,0,41,2,0.895,2.9,1,1
1.56,543.0,0,42,4,0.288,14.4,1,1
4.01,280.0,0,33,4,0.774,33.3,0,0
4.69,758.0,0,23,2,0.242,13.9,0,0
1.02,851.0,0,18,7,0.663,24.5,1,1
2.08,-1.0,1,23,3,0.673,8.0,1,1
0.53,801.0,0,33,3,0.463,16.1,0,1
1.0,830.0,0,53,4,0.491,15.4,0,1
7.25,508.0,0,23,2,0.29,40.5,1,0
0.84,-1.0,1,19,2,0.276,3.9,1,0
3.75,710.0,0,23,3,0.524,3.4,1,1
7.01,-1.0,1,30,4,0.537,1.4,1,1
0.57,338.0,0,37,3,0.061,4.3,1,1
3.92,134.0,0,20,2,0.821,25.0,1,0
0.21,-1.0,1,39,2,0.413,38.8,1,1
0.07,488.0,0,35,4,0.333,11.1,1,1
0.4,539.0,0,32,1,0.53,11.2,1,1
4.83,174.0,0,41,3,0.614,19.0,1,1
6.37,670.0,0,18,4,0.912,11.1,1,1
11.54,650.0,0,38,1,0.282,29.1,0,0
5.84,499.0,0,33,3,0.416,34.1,0,0
5.95,-1.0,1,18,2,0.173,71.3,1,0
2.45,628.0,0,39,2,0.533,1.9,1,1
0.4,432.0,0,46,3,0.899,20.6,1,1
10.12,-1.0,1,44,5,0.376,9.6,1,1
3.3,579.0,0,24,2,0.401,7.5,1,1
1.1,789.0,0,21,2,0.735,25.1,1,1
0.15,702.0,0,45,4,0.226,1.5,0,1
5.56,355.0,0,36,2,0.796,4.6,0,0
3.94,657.0,0,18,5,0.434,18.0,1,0
5.45,499.0,0,41,4,0.476,9.1,1,1
9.62,671.0,0,43,4,0.536,4.0,0,0
5.47,-1.0,1,31,4,0.425,57.9,1,0
2.72,-1.0,1,29,7,0.52,51.9,1,1
2.94,868.0,0,41,2,0.535,5.7,1,1
11.66,766.0,0,49,6,0.17,19.4,1,1
0.46,492.0,0,18,5,0.61,8.3,1,1
5.72,123.0,0,30,3,0.524,25.5,1,1
4.2,-1.0,1,35,2,0.509,7.7,1,0
15.19,289.0,0,39,2,0.374,7.3,1,1
5.16,-1.0,1,35,6,0.636,24.2,1,1
3.08,745.0,0,41,3,0.466,69.6,0,0
0.89,519.0,0,19,2,0.411,1.2,1,0
2.51,275.0,0,35,2,0.12,28.9,1,1
13.85,317.0,0,36,2,0.216,119.8,1,0
0.32,843.0,0,51,6,0.437,23.9,0,0
8.58,453.0,0,37,3,0.122,15.5,0,0
8.41,398.0,0,32,5,0.699,46.0,1,1
1.21,341.0,0,36,3,0.727,28.4,1,1
0.11,277.0,0,18,4,0.813,9.0,0,1
6.86,382.0,0,18,1,0.669,3.1,1,0
0.42,257.0,0,33,2,0.735,30.6,1,1
6.0,475.0,0,25,0,0.829,39.9,1,0
4.72,390.0,0,29,3,0.259,7.5,0,0
1.16,280.0,0,24,2,0.651,3.5,1,1
4.5,255.0,0,34,2,0.417,75.8,0,0
0.05,328.0,0,28,5,0.373,10.8,0,1
7.02,-1.0,1,31,1,0.504,1.3,1,0
0.64,153.0,0,43,3,0.693,6.3,1,1
8.06,94.0,0,48,1,0.475,3.3,1,0
8.27,-1.0,1,18,4,0.442,9.0,1,0
17.96,632.0,0,43,0,0.694,14.3,1,1
8.75,400.0,0,38,2,0.341,10.3,0,0
0.25,-1.0,1,23,3,0.405,11.3,0,1
21.76,-1.0,1,40,1,0.736,1.6,0,0
0.89,209.0,0,33,1,0.535,20.6,1,1
2.43,713.0,0,32,2,0.378,35.6,1,1
6.6,827.0,0,34,0,0.822,3.1,1,1
1.61,-1.0,1,27,1,0.071,4.0,1,0
0.64,112.0,0,18,2,0.393,5.0,1,1
16.81,240.0,0,29,7,0.396,18.5,1,0
1.8,746.0,0,37,3,0.389,4.2,1,0
11.82,757.0,0,26,5,0.477,2.5,0,1
0.73,540.0,0,25,4,0.416,18.4,0,1
8.9,814.0,0,40,2,0.531,43.6,1,1
5.06,441.0,0,29,4,0.269,50.9,1,1
4.66,733.0,0,63,1,0.622,80.3,0,0
13.51,222.0,0,35,1,0.163,21.3,1,0
18.52,-1.0,1,51,2,0.234,6.9,1,0
14.06,336.0,0,26,1,0.723,7.1,1,1
4.07,735.0,0,18,5,0.075,6.2,1,1
2.8,288.0,0,38,2,0.6,15.7,0,1
16.57,575.0,0,34,2,0.83,25.7,1,1
7.4,384.0,0,18,5,0.53,26.9,0,0
3.94,892.0,0,23,3,0.536,5.5,0,0
10.21,748.0,0,42,3,0.679,4.5,0,1
2.65,225.0,0,37,5,0.336,25.0,0,1
6.55,-1.0,1,37,2,0.168,39.2,0,0
1.47,-1.0,1,43,4,0.698,60.4,0,0
9.09,-1.0,1,40,1,0.359,22.8,1,0
2.04,882.0,0,18,5,0.173,6.4,1,0
15.02,466.0,0,20,2,0.527,35.3,1,1
10.61,397.0,0,49,1,0.5,19.7,0,0
8.29,368.0,0,18,2,0.361,9.2,1,1
1.94,371.0,0,18,3,0.272,17.1,1,0
2.83,529.0,0,36,4,0.142,67.0,1,1
2.4,737.0,0,18,3,0.166,17.2,0,0
1.03,346.0,0,22,3,0.448,35.8,0,0
0.36,456.0,0,30,0,0.66,36.4,0,0
3.94,666.0,0,42,2,0.514,21.7,0,0
0.31,406.0,0,26,4,0.659,99.4,1,1
2.31,-1.0,1,35,2,0.063,51.7,1,1
6.06,-1.0,1,40,3,0.65,6.2,1,1
0.6,-1.0,1,33,2,0.63,3.3,0,0
17.24,741.0,0,37,1,0.709,0.7,1,0
5.6,885.0,0,18,2,0.753,25.7,1,0
1.04,445.0,0,43,3,0.65,36.4,1,1
3.51,885.0,0,19,1,0.817,12.5,0,0
3.32,684.0,0,47,3,0.591,32.7,1,0
2.2,197.0,0,42,4,0.568,46.4,1,1
5.06,430.0,0,28,4,0.302,4.7,1,0
4.69,-1.0,1,21,3,0.27,6.9,1,1
7.94,797.0,0,45,3,0.76,24.8,1,1
14.1,-1.0,1,47,2,0.503,6.1,1,1
2.93,233.0,0,21,6,0.267,7.9,1,0
0.7,818.0,0,34,2,0.726,54.9,1,1
1.4,525.0,0,47,2,0.136,21.4,1,1
1.94,431.0,0,40,5,0.417,50.4,1,0
3.18,400.0,0,20,3,0.255,60.6,0,0
13.46,-1.0,1,23,4,0.142,36.7,0,0
36.56,385.0,0,41,3,0.632,8.4,1,1
1.95,573.0,0,37,2,0.599,20.4,1,1
2.45,133.0,0,45,4,0.78,3.9,1,1
1.82,374.0,0,36,3,0.365,3.3,1,1
3.21,808.0,0,34,6,0.454,2.0,1,1
14.01,-1.0,1,43,2,0.206,61.1,0,0
0.39,748.0,0,34,4,0.919,25.1,1,1
20.96,576.0,0,38,1,0.65,72.9,1,0
29.41,235.0,0,21,5,0.404,12.8,1,0
4.75,127.0,0,36,4,0.409,11.2,1,1
2.02,703.0,0,25,4,0.348,58.7,1,1
24.31,379.0,0,44,4,0.378,8.0,0,0
25.48,294.0,0,43,1,0.761,6.0,0,1
8.99,325.0,0,32,2,0.553,65.2,0,0
0.68,574.0,0,31,2,0.394,6.6,1,0
1.95,739.0,0,29,3,0.725,5.0,1,1
8.76,639.0,0,36,0,0.314,93.4,1,0
2.87,-1.0,1,43,7,0.551,7.6,1,1
4.41,419.0,0,38,1,0.68,10.3,1,1
14.1,160.0,0,23,3,0.777,10.6,1,1
2.45,-1.0,1,18,1,0.611,4.7,1,0
1.7,107.0,0,23,1,0.819,3.7,1,0
6.78,473.0,0,32,2,0.565,45.5,0,0
11.08,778.0,0,24,5,0.443,34.5,1,1
0.48,-1.0,1,18,3,0.67,23.6,1,1
13.82,394.0,0,39,2,0.748,48.2,1,0
0.43,510.0,0,35,4,0.268,59.0,1,0
7.2,128.0,0,23,3,0.271,53.6,1,1
8.11,165.0,0,32,5,0.627,5.1,1,1
4.24,790.0,0,41,3,0.594,75.5,1,1
6.63,861.0,0,41,1,0.611,77.7,1,0
4.77,-1.0,1,26,5,0.113,6.3,0,0
16.46,185.0,0,31,1,0.262,3.6,1,0
6.75,322.0,0,31,3,0.427,56.4,1,1
7.5,324.0,0,32,6,0.441,10.2,1,1
3.48,865.0,0,37,3,0.707,17.9,1,1
10.0,407.0,0,30,3,0.354,11.1,1,0
3.08,556.0,0,27,2,0.644,3.5,1,1
13.21,499.0,0,23,2,0.206,18.6,1,0
